"Game" "Missmade" "Xdist" "Ydist" "Dist" "shot"
"52" "0" "-134" "228" "29.4" "Jump Shot"
"52" "0" "-7" "132" "8.4" "Jump Shot"
"52" "0" "179" "184" "25.1" "Jump Shot"
"52" "0" "4" "131" "13.6" "Jump Shot"
"52" "1" "124" "108" "14.7" "Pullup Jump shot"
"52" "0" "-98" "160" "18.8" "Pullup Jump shot"
"52" "1" "36" "47" "6.9" "Running Jump Shot"
"52" "1" "-185" "6" "21.7" "Step Back Jump shot"
"52" "1" "-149" "75" "19.3" "Step Back Jump shot"
"52" "1" "-30" "11" "3" "Turnaround Bank shot"
"52" "0" "-120" "15" "11.9" "Turnaround Fadeaway shot"
"52" "0" "36" "194" "19.2" "Turnaround Fadeaway shot"
"53" "0" "-134" "28" "11.3" "Fadeaway Jump Shot"
"53" "0" "-234" "402" "42.9" "Jump Bank Shot"
"53" "1" "37" "64" "8" "Jump Hook Shot"
"53" "0" "-40" "26" "2.8" "Jump Shot"
"53" "1" "100" "258" "25.8" "Jump Shot"
"53" "1" "-7" "71" "6.1" "Jump Shot"
"53" "1" "-191" "-2" "20.2" "Jump Shot"
"53" "1" "51" "183" "20.6" "Jump Shot"
"53" "1" "-127" "214" "24.6" "Jump Shot"
"53" "0" "-150" "194" "26.2" "Jump Shot"
"53" "1" "176" "108" "23.5" "Jump Shot"
"53" "0" "108" "224" "25.1" "Jump Shot"
"53" "0" "170" "201" "25.7" "Jump Shot"
"53" "0" "-65" "277" "28.5" "Jump Shot"
"54" "0" "-108" "48" "6.7" "Fadeaway Jump Shot"
"54" "0" "54" "42" "8.4" "Jump Bank Shot"
"54" "0" "-10" "211" "22.6" "Jump Shot"
"54" "0" "171" "361" "36.8" "Jump Shot"
"54" "1" "9" "213" "22.5" "Jump Shot"
"54" "0" "-133" "257" "28.9" "Jump Shot"
"54" "0" "-119" "230" "25.4" "Jump Shot"
"54" "0" "-40" "44" "3.4" "Jump Shot"
"54" "0" "-179" "206" "26.5" "Jump Shot"
"54" "0" "95" "44" "12.8" "Jump Shot"
"55" "1" "-105" "25" "10.4" "Driving Jump shot"
"55" "0" "147" "55" "15.8" "Fadeaway Jump Shot"
"55" "0" "47" "45" "11.6" "Floating Jump shot"
"55" "0" "163" "216" "26.6" "Jump Shot"
"55" "0" "-16" "279" "25.8" "Jump Shot"
"55" "0" "-119" "242" "25" "Jump Shot"
"55" "0" "-101" "236" "25" "Jump Shot"
"55" "0" "-161" "63" "19.5" "Jump Shot"
"55" "1" "92" "239" "26.2" "Jump Shot"
"55" "0" "-62" "282" "28.6" "Jump Shot"
"55" "1" "-97" "178" "22.8" "Jump Shot"
"55" "1" "-116" "228" "25.3" "Jump Shot"
"55" "0" "2" "214" "22.9" "Jump Shot"
"55" "0" "88" "239" "25.2" "Jump Shot"
"55" "0" "-75" "211" "23.7" "Jump Shot"
"55" "0" "-98" "238" "25.4" "Jump Shot"
"55" "0" "121" "168" "21.5" "Jump Shot"
"55" "0" "84" "192" "20.9" "Jump Shot"
"55" "1" "1" "211" "21.7" "Pullup Jump shot"
"56" "1" "39" "14" "3.8" "Driving Bank shot"
"56" "1" "50" "45" "7.1" "Driving Jump shot"
"56" "1" "72" "132" "17" "Fadeaway Jump Shot"
"56" "1" "-37" "115" "11.5" "Fadeaway Jump Shot"
"56" "1" "32" "56" "9.5" "Floating Jump shot"
"56" "0" "15" "197" "20.4" "Jump Shot"
"56" "1" "-87" "271" "25.9" "Jump Shot"
"56" "0" "-116" "255" "26.3" "Jump Shot"
"56" "1" "-149" "254" "28.3" "Jump Shot"
"56" "0" "-136" "22" "15" "Jump Shot"
"56" "1" "222" "142" "24.8" "Jump Shot"
"56" "0" "70" "69" "6.8" "Jump Shot"
"56" "0" "-144" "151" "20.8" "Jump Shot"
"56" "0" "-130" "15" "16.5" "Jump Shot"
"56" "0" "179" "135" "22.9" "Jump Shot"
"56" "0" "-54" "269" "25.7" "Jump Shot"
"56" "1" "-82" "168" "18.7" "Pullup Jump shot"
"57" "1" "40" "14" "7" "Driving Bank shot"
"57" "0" "37" "47" "12.6" "Fadeaway Jump Shot"
"57" "0" "179" "377" "41.9" "Jump Shot"
"57" "0" "-112" "194" "23.7" "Jump Shot"
"57" "1" "160" "208" "25.5" "Jump Shot"
"57" "0" "206" "145" "26.5" "Jump Shot"
"57" "0" "-234" "19" "23.7" "Jump Shot"
"57" "0" "-146" "203" "24.5" "Jump Shot"
"57" "0" "190" "178" "25.6" "Jump Shot"
"57" "1" "-93" "121" "18.3" "Turnaround Jump Shot"
"57" "0" "141" "74" "20.3" "Turnaround Jump Shot"
"58" "1" "84" "254" "25.2" "Jump Shot"
"58" "0" "-103" "257" "27.9" "Jump Shot"
"58" "0" "-122" "230" "25.9" "Jump Shot"
"58" "0" "31" "26" "9.5" "Jump Shot"
"58" "0" "31" "25" "7.8" "Jump Shot"
"58" "0" "84" "198" "24.4" "Jump Shot"
"58" "0" "125" "277" "34.7" "Jump Shot"
"58" "0" "223" "127" "24.7" "Jump Shot"
"58" "0" "179" "89" "22.3" "Jump Shot"
"59" "1" "-4" "156" "19.2" "Fadeaway Jump Shot"
"59" "1" "0" "63" "5.2" "Jump Hook Shot"
"59" "1" "20" "56" "6.2" "Jump Shot"
"59" "1" "-103" "227" "24.7" "Jump Shot"
"59" "0" "-152" "134" "22.9" "Jump Shot"
"59" "0" "-4" "48" "7.3" "Jump Shot"
"59" "1" "-112" "233" "25.6" "Jump Shot"
"59" "1" "-163" "187" "24.9" "Jump Shot"
"59" "1" "149" "197" "25.5" "Jump Shot"
"59" "0" "189" "178" "25.3" "Jump Shot"
"59" "0" "7" "301" "31.1" "Jump Shot"
"59" "0" "138" "222" "26.5" "Jump Shot"
"59" "0" "-142" "88" "21.2" "Jump Shot"
"59" "0" "-163" "201" "24.9" "Jump Shot"
"59" "0" "-138" "214" "25.6" "Jump Shot"
"59" "1" "37" "26" "4.9" "Running Bank shot"
"59" "0" "-171" "124" "23.1" "Step Back Jump shot"
"59" "1" "-169" "45" "21.3" "Step Back Jump shot"
"59" "1" "192" "101" "22.7" "Step Back Jump shot"
"61" "1" "143" "113" "16" "Fadeaway Jump Shot"
"61" "0" "-48" "67" "9.3" "Jump Hook Shot"
"61" "0" "-201" "167" "25.9" "Jump Shot"
"61" "0" "-27" "22" "7.4" "Jump Shot"
"61" "1" "127" "209" "26" "Jump Shot"
"61" "1" "17" "244" "25.9" "Jump Shot"
"61" "1" "165" "194" "25.2" "Jump Shot"
"61" "0" "9" "93" "10.9" "Jump Shot"
"61" "0" "-34" "37" "12.8" "Jump Shot"
"61" "0" "2" "263" "27.9" "Jump Shot"
"61" "0" "-93" "235" "25.8" "Jump Shot"
"61" "0" "111" "220" "25.4" "Pullup Jump shot"
"61" "1" "0" "110" "11.9" "Pullup Jump shot"
"61" "0" "-122" "213" "25.1" "Step Back Jump shot"
"61" "0" "0" "230" "23.5" "Step Back Jump shot"
"61" "1" "-139" "208" "25.6" "Step Back Jump shot"
"61" "1" "-128" "170" "22.7" "Step Back Jump shot"
"61" "1" "77" "175" "18.7" "Step Back Jump shot"
"61" "1" "-112" "154" "19.2" "Step Back Jump shot"
"61" "0" "154" "195" "25.3" "Step Back Jump shot"
"61" "0" "127" "224" "25.3" "Step Back Jump shot"
"61" "0" "-194" "153" "25.3" "Step Back Jump shot"
"61" "0" "-8" "105" "11" "Turnaround Fadeaway shot"
"62" "1" "-86" "28" "5.7" "Driving Bank shot"
"62" "0" "-144" "31" "19.8" "Fadeaway Jump Shot"
"62" "0" "-117" "4" "10.7" "Fadeaway Jump Shot"
"62" "1" "125" "9" "8.1" "Fadeaway Jump Shot"
"62" "0" "34" "26" "4.8" "Jump Bank Shot"
"62" "0" "-202" "72" "19.2" "Jump Shot"
"62" "0" "7" "405" "40.6" "Jump Shot"
"62" "0" "118" "118" "23.6" "Jump Shot"
"62" "0" "-29" "12" "7.6" "Jump Shot"
"62" "0" "-98" "34" "7.9" "Running Bank shot"
"62" "1" "125" "119" "18.9" "Step Back Jump shot"
"62" "1" "-194" "80" "21.8" "Step Back Jump shot"
"62" "0" "0" "4" "4" "Tip Shot"
"62" "1" "-152" "17" "14.8" "Turnaround Fadeaway shot"
"62" "0" "133" "66" "16.6" "Turnaround Jump Shot"
"62" "1" "-120" "53" "16.9" "Turnaround Jump Shot"
"63" "1" "230" "1" "19.9" "Jump Shot"
"63" "0" "-235" "6" "23.9" "Jump Shot"
"63" "1" "198" "160" "25.9" "Jump Shot"
"63" "1" "-177" "173" "26.8" "Jump Shot"
"63" "0" "-79" "266" "27.1" "Jump Shot"
"63" "0" "50" "58" "5.7" "Jump Shot"
"63" "0" "228" "1" "20.8" "Jump Shot"
"63" "1" "-149" "11" "13.9" "Turnaround Fadeaway shot"
"63" "0" "-89" "45" "7" "Turnaround Jump Shot"
"64" "0" "-35" "22" "5.9" "Driving Jump shot"
"64" "1" "-147" "7" "10.5" "Fadeaway Jump Shot"
"64" "0" "-131" "53" "10.6" "Fadeaway Jump Shot"
"64" "0" "-157" "148" "23.2" "Fadeaway Jump Shot"
"64" "1" "-73" "231" "25.4" "Jump Shot"
"64" "0" "-207" "146" "26" "Jump Shot"
"64" "0" "-229" "67" "25.1" "Jump Shot"
"64" "0" "-62" "241" "25.3" "Jump Shot"
"64" "0" "157" "31" "12.3" "Turnaround Fadeaway shot"
"65" "0" "154" "56" "19.5" "Jump Shot"
"65" "1" "-30" "250" "25.3" "Jump Shot"
"65" "0" "239" "25" "24" "Jump Shot"
"65" "0" "-81" "31" "6.2" "Jump Shot"
"65" "1" "-187" "94" "23" "Jump Shot"
"65" "0" "143" "213" "25.2" "Jump Shot"
"65" "0" "-29" "258" "26.6" "Jump Shot"
"65" "1" "-112" "233" "25" "Jump Shot"
"65" "0" "108" "186" "21.5" "Jump Shot"
"65" "0" "10" "71" "7.5" "Running Jump Shot"
"65" "0" "-5" "56" "9.9" "Turnaround Jump Shot"
"66" "0" "-235" "26" "23.2" "Fadeaway Jump Shot"
"66" "0" "-223" "26" "22.9" "Jump Shot"
"66" "1" "-133" "211" "25.8" "Jump Shot"
"66" "1" "147" "219" "25.5" "Jump Shot"
"66" "1" "-86" "255" "25.4" "Jump Shot"
"66" "1" "-93" "244" "25.5" "Jump Shot"
"66" "0" "-16" "214" "22.4" "Jump Shot"
"66" "0" "-131" "15" "14.4" "Turnaround Fadeaway shot"
"67" "1" "-51" "31" "19.9" "Driving Bank shot"
"67" "0" "144" "50" "11.3" "Fadeaway Jump Shot"
"67" "0" "-128" "217" "24.8" "Jump Shot"
"67" "0" "-38" "3" "3.9" "Jump Shot"
"67" "0" "146" "200" "25.6" "Jump Shot"
"67" "0" "-101" "179" "19.4" "Jump Shot"
"67" "0" "-171" "198" "26.1" "Jump Shot"
"67" "1" "-141" "198" "27.2" "Jump Shot"
"67" "1" "170" "74" "22.1" "Jump Shot"
"67" "0" "-15" "216" "21.7" "Jump Shot"
"67" "1" "176" "186" "25.8" "Jump Shot"
"67" "0" "45" "154" "19.3" "Jump Shot"
"67" "1" "-111" "233" "25.4" "Jump Shot"
"67" "1" "160" "121" "19.6" "Pullup Jump shot"
"67" "1" "-97" "3" "8.7" "Running Bank shot"
"67" "0" "124" "108" "20.1" "Step Back Jump shot"
"68" "0" "54" "183" "19.9" "Jump Shot"
"68" "1" "-5" "42" "9.2" "Jump Shot"
"68" "1" "67" "149" "17.7" "Jump Shot"
"68" "0" "113" "230" "24.7" "Jump Shot"
"68" "0" "-84" "261" "26.5" "Jump Shot"
"68" "0" "56" "99" "10.2" "Running Hook Shot"
"68" "1" "43" "85" "15.5" "Running Jump Shot"
"68" "0" "-229" "37" "23.6" "Step Back Jump shot"
"69" "0" "0" "126" "12.8" "Fadeaway Jump Shot"
"69" "1" "-95" "78" "12.5" "Fadeaway Jump Shot"
"69" "0" "20" "151" "17.8" "Fadeaway Jump Shot"
"69" "0" "-152" "108" "22" "Jump Shot"
"69" "1" "-242" "1" "23.3" "Jump Shot"
"69" "1" "-217" "137" "25.2" "Jump Shot"
"69" "1" "67" "235" "25" "Jump Shot"
"69" "1" "231" "14" "21.5" "Jump Shot"
"69" "0" "-10" "246" "24.3" "Jump Shot"
"69" "0" "-130" "208" "26.2" "Jump Shot"
"69" "0" "-116" "219" "24.4" "Jump Shot"
"69" "0" "75" "231" "23.1" "Jump Shot"
"70" "0" "-160" "45" "19.7" "Jump Shot"
"70" "0" "-164" "58" "19" "Jump Shot"
"70" "1" "-231" "108" "26" "Jump Shot"
"70" "0" "141" "209" "25.9" "Jump Shot"
"70" "1" "-117" "224" "25.4" "Jump Shot"
"70" "0" "-49" "37" "3.5" "Jump Shot"
"70" "0" "-136" "211" "24.7" "Jump Shot"
"70" "0" "-100" "41" "8.6" "Running Bank shot"
"70" "0" "-187" "3" "21.9" "Step Back Jump shot"
"70" "0" "97" "42" "18" "Step Back Jump shot"
"71" "0" "-15" "63" "9.3" "Fadeaway Jump Shot"
"71" "0" "73" "80" "13.6" "Fadeaway Jump Shot"
"71" "1" "-103" "37" "8.7" "Fadeaway Jump Shot"
"71" "1" "100" "63" "14.4" "Fadeaway Jump Shot"
"71" "1" "-75" "56" "9.6" "Floating Jump shot"
"71" "0" "-43" "60" "6.9" "Jump Shot"
"71" "1" "174" "173" "24.8" "Jump Shot"
"71" "1" "230" "12" "23" "Jump Shot"
"71" "1" "64" "83" "12.3" "Jump Shot"
"71" "0" "178" "42" "19.6" "Jump Shot"
"71" "0" "-139" "219" "24.6" "Jump Shot"
"71" "0" "-158" "42" "20.3" "Jump Shot"
"71" "0" "-150" "214" "25.1" "Jump Shot"
"71" "0" "95" "247" "30.4" "Jump Shot"
"71" "0" "130" "219" "26.3" "Jump Shot"
"71" "0" "70" "67" "8.7" "Running Bank shot"
"71" "1" "-103" "30" "7.2" "Running Bank shot"
"71" "1" "72" "36" "6.9" "Running Bank shot"
"71" "0" "65" "60" "11.3" "Running Jump Shot"
"71" "0" "125" "75" "19.9" "Step Back Jump shot"
"71" "1" "69" "190" "22.1" "Step Back Jump shot"
"71" "0" "-7" "91" "14.6" "Turnaround Fadeaway shot"
"72" "0" "200" "170" "24.2" "Jump Shot"
"72" "0" "-194" "19" "20" "Jump Shot"
"72" "0" "-70" "14" "6.7" "Jump Shot"
"72" "0" "-199" "168" "25.2" "Jump Shot"
"72" "1" "-158" "220" "25.5" "Jump Shot"
"72" "0" "-138" "217" "25.8" "Jump Shot"
"72" "0" "15" "28" "8.6" "Jump Shot"
"72" "1" "-150" "48" "12.2" "Step Back Jump shot"
"73" "0" "-26" "115" "12.1" "Fadeaway Jump Shot"
"73" "0" "-190" "190" "25.4" "Jump Shot"
"73" "0" "-169" "184" "27.8" "Jump Shot"
"73" "0" "0" "33" "5" "Jump Shot"
"73" "0" "-147" "113" "19.2" "Jump Shot"
"73" "1" "-224" "-5" "22.5" "Jump Shot"
"73" "1" "159" "206" "26.1" "Jump Shot"
"73" "0" "-131" "138" "19.9" "Jump Shot"
"73" "1" "146" "208" "25.1" "Step Back Jump shot"
"73" "0" "136" "119" "19.3" "Step Back Jump shot"
"73" "1" "152" "53" "20.5" "Step Back Jump shot"
"74" "0" "-183" "1" "19" "Jump Shot"
"74" "0" "67" "238" "26.6" "Jump Shot"
"74" "0" "165" "176" "25.1" "Jump Shot"
"74" "1" "-139" "203" "26.1" "Jump Shot"
"74" "1" "160" "227" "27.3" "Jump Shot"
"74" "1" "4" "228" "23.4" "Jump Shot"
"74" "0" "-18" "244" "24.2" "Jump Shot"
"74" "0" "62" "216" "22.5" "Jump Shot"
"75" "0" "108" "23" "17.5" "Fadeaway Jump Shot"
"75" "0" "47" "66" "10.7" "Fadeaway Jump Shot"
"75" "0" "-127" "63" "16.5" "Fadeaway Jump Shot"
"75" "0" "26" "17" "5.5" "Floating Jump shot"
"75" "0" "-26" "53" "10.7" "Floating Jump shot"
"75" "0" "-98" "42" "5.7" "Hook Shot"
"75" "1" "99" "66" "17.8" "Jump Shot"
"75" "0" "-29" "249" "25" "Jump Shot"
"75" "1" "226" "7" "23.8" "Jump Shot"
"75" "0" "-179" "190" "26.2" "Jump Shot"
"75" "0" "-245" "88" "28.5" "Jump Shot"
"75" "1" "-138" "146" "20.7" "Step Back Jump shot"
"75" "0" "-188" "89" "23" "Step Back Jump shot"
"75" "0" "158" "80" "20.2" "Step Back Jump shot"
"75" "1" "-4" "-3" "1.8" "Tip Shot"
"75" "0" "0" "15" "1.2" "Tip Shot"
"76" "0" "125" "69" "19.5" "Fadeaway Jump Shot"
"76" "1" "-37" "47" "6.8" "Jump Hook Shot"
"76" "0" "-24" "184" "20.5" "Jump Shot"
"76" "1" "-138" "19" "13.7" "Jump Shot"
"76" "1" "-90" "230" "24.9" "Jump Shot"
"76" "1" "-62" "33" "5.5" "Jump Shot"
"76" "0" "-8" "373" "35.6" "Jump Shot"
"76" "0" "-112" "105" "14.1" "Turnaround Jump Shot"
"76" "0" "-136" "11" "13.3" "Turnaround Jump Shot"
"76" "0" "-157" "17" "14.4" "Turnaround Jump Shot"
"76" "1" "-45" "48" "7.6" "Turnaround Jump Shot"
"77" "1" "-119" "157" "19.7" "Jump Shot"
"77" "1" "-217" "129" "24.3" "Jump Shot"
"77" "0" "61" "250" "25" "Jump Shot"
"77" "0" "-29" "254" "25.1" "Jump Shot"
"77" "0" "116" "74" "20.1" "Jump Shot"
"77" "0" "40" "131" "17.8" "Jump Shot"
"77" "0" "-38" "225" "23.5" "Jump Shot"
"77" "0" "-8" "36" "11.5" "Jump Shot"
"77" "0" "-136" "3" "15.9" "Jump Shot"
"77" "0" "-130" "36" "14.6" "Turnaround Jump Shot"
"78" "1" "143" "203" "25.8" "Jump Shot"
"78" "0" "230" "12" "23.1" "Jump Shot"
"78" "1" "-161" "224" "24.9" "Jump Shot"
"78" "1" "-160" "-5" "19.6" "Jump Shot"
"78" "0" "212" "129" "26.3" "Jump Shot"
"78" "0" "162" "52" "20.2" "Jump Shot"
"78" "0" "-108" "-3" "13.6" "Jump Shot"
"78" "0" "-234" "80" "25.2" "Jump Shot"
"78" "0" "-163" "48" "22.2" "Step Back Jump shot"
"79" "1" "0" "72" "7.9" "Floating Jump shot"
"79" "0" "-131" "208" "25.4" "Jump Shot"
"79" "0" "173" "214" "26.6" "Jump Shot"
"79" "0" "-166" "115" "22.7" "Jump Shot"
"79" "0" "230" "53" "22.9" "Jump Shot"
"79" "0" "-180" "205" "25.3" "Jump Shot"
"79" "0" "-35" "55" "6.4" "Running Jump Shot"
"79" "0" "-27" "60" "10" "Running Jump Shot"
"79" "0" "144" "214" "26" "Step Back Jump shot"
"79" "1" "-147" "36" "15.8" "Turnaround Fadeaway shot"
"81" "0" "-146" "64" "17.8" "Fadeaway Jump Shot"
"81" "0" "-111" "66" "10.1" "Fadeaway Jump Shot"
"81" "1" "-43" "203" "22.6" "Jump Shot"
"81" "0" "190" "118" "23.1" "Jump Shot"
"81" "1" "192" "175" "25" "Jump Shot"
"81" "1" "-141" "213" "24.6" "Jump Shot"
"81" "1" "-108" "225" "24.5" "Jump Shot"
"81" "0" "23" "26" "4.1" "Jump Shot"
"81" "0" "-116" "168" "22.4" "Jump Shot"
"81" "0" "-150" "211" "24.5" "Jump Shot"
"81" "0" "-199" "77" "23.2" "Jump Shot"
"81" "1" "1" "9" "2.5" "Tip Shot"
"81" "0" "-15" "0" "3.1" "Tip Shot"
"81" "0" "-48" "61" "14" "Turnaround Fadeaway shot"
"81" "0" "-138" "12" "16.5" "Turnaround Jump Shot"
