"Game" "Missmade" "Xdist" "Ydist" "Dist" "shot"
"40" "0" "129" "242" "32.2" "Jump Shot"
"40" "1" "-40" "192" "19.4" "Jump Shot"
"40" "1" "13" "260" "25.7" "Jump Shot"
"40" "1" "-229" "34" "26.7" "Jump Shot"
"40" "0" "0" "224" "24.4" "Jump Shot"
"40" "1" "113" "247" "27.9" "Jump Shot"
"40" "0" "20" "102" "11.6" "Jump Shot"
"40" "1" "-78" "189" "20.8" "Jump Shot"
"41" "0" "-100" "67" "9.9" "Jump Bank Shot"
"41" "0" "4" "258" "24.2" "Jump Shot"
"41" "1" "-29" "263" "25.9" "Jump Shot"
"41" "1" "-114" "247" "24.6" "Jump Shot"
"41" "0" "114" "239" "27.7" "Jump Shot"
"41" "0" "-56" "250" "26.2" "Jump Shot"
"41" "0" "-164" "0" "17.5" "Jump Shot"
"41" "0" "29" "260" "24.7" "Jump Shot"
"41" "0" "181" "183" "24.8" "Jump Shot"
"42" "1" "149" "39" "15.3" "Fadeaway Bank shot"
"42" "0" "-141" "137" "21.7" "Jump Shot"
"42" "0" "-10" "250" "24.8" "Jump Shot"
"42" "1" "10" "183" "19" "Pullup Jump shot"
"42" "1" "-52" "263" "25.6" "Pullup Jump shot"
"42" "1" "-4" "162" "17.7" "Pullup Jump shot"
"42" "0" "-209" "47" "22.3" "Pullup Jump shot"
"42" "0" "140" "233" "25.7" "Pullup Jump shot"
"42" "0" "162" "246" "25.7" "Pullup Jump shot"
"42" "0" "-150" "104" "20.7" "Pullup Jump shot"
"42" "0" "233" "34" "24.8" "Pullup Jump shot"
"42" "0" "-29" "30" "4.8" "Running Jump Shot"
"43" "1" "-2" "104" "11.2" "Floating Jump shot"
"43" "0" "132" "146" "19.1" "Jump Shot"
"43" "0" "0" "33" "1.9" "Jump Shot"
"43" "0" "-130" "127" "19.3" "Jump Shot"
"43" "0" "-134" "209" "24.9" "Pullup Jump shot"
"43" "0" "-105" "179" "22.3" "Pullup Jump shot"
"43" "0" "-79" "266" "27.2" "Pullup Jump shot"
"43" "0" "201" "153" "23.1" "Pullup Jump shot"
"43" "1" "75" "257" "25.4" "Pullup Jump shot"
"43" "1" "-147" "236" "25.5" "Pullup Jump shot"
"43" "0" "176" "187" "24.4" "Pullup Jump shot"
"43" "1" "61" "175" "19.6" "Pullup Jump shot"
"43" "0" "91" "31" "10.2" "Pullup Jump shot"
"43" "0" "28" "255" "25.5" "Pullup Jump shot"
"43" "1" "100" "37" "9" "Running Bank shot"
"43" "0" "94" "140" "16" "Running Jump Shot"
"43" "0" "-183" "197" "23.9" "Step Back Jump shot"
"44" "1" "-10" "112" "13.3" "Floating Jump shot"
"44" "1" "132" "201" "25.3" "Jump Shot"
"44" "1" "89" "238" "25" "Jump Shot"
"44" "1" "209" "94" "23.3" "Jump Shot"
"44" "1" "114" "235" "27.1" "Jump Shot"
"44" "1" "61" "238" "24.3" "Jump Shot"
"44" "1" "209" "138" "25.3" "Jump Shot"
"44" "0" "152" "154" "21.2" "Jump Shot"
"44" "0" "75" "258" "28.2" "Jump Shot"
"44" "0" "122" "222" "24.8" "Jump Shot"
"44" "0" "106" "205" "20.7" "Jump Shot"
"44" "0" "147" "189" "19.3" "Jump Shot"
"44" "0" "-103" "238" "28.3" "Jump Shot"
"44" "0" "-86" "238" "26.5" "Jump Shot"
"44" "0" "-98" "236" "26.6" "Jump Shot"
"44" "0" "-185" "28" "19.9" "Step Back Jump shot"
"45" "1" "4" "64" "6.5" "Floating Jump shot"
"45" "0" "122" "189" "24" "Jump Shot"
"45" "1" "-68" "255" "25.4" "Jump Shot"
"45" "0" "-136" "252" "26.6" "Jump Shot"
"45" "0" "-15" "53" "7.8" "Jump Shot"
"45" "0" "18" "99" "7.7" "Jump Shot"
"45" "0" "125" "247" "24.6" "Pullup Jump shot"
"45" "1" "-224" "52" "23.1" "Pullup Jump shot"
"45" "1" "121" "86" "14.5" "Pullup Jump shot"
"45" "1" "163" "33" "15.4" "Pullup Jump shot"
"45" "0" "-149" "160" "22.4" "Pullup Jump shot"
"45" "0" "-182" "181" "26.4" "Pullup Jump shot"
"45" "0" "113" "228" "27.6" "Pullup Jump shot"
"45" "1" "47" "159" "15.3" "Running Bank shot"
"45" "1" "200" "157" "22.2" "Step Back Jump shot"
"45" "1" "-196" "156" "24.2" "Step Back Jump shot"
"45" "0" "-68" "205" "24.3" "Step Back Jump shot"
"45" "0" "-157" "28" "16.7" "Step Back Jump shot"
"45" "0" "103" "15" "9.6" "Turnaround Hook Shot"
"46" "1" "-15" "107" "12.2" "Floating Jump shot"
"46" "0" "147" "164" "22.6" "Jump Shot"
"46" "0" "-111" "244" "28.3" "Jump Shot"
"46" "0" "-172" "175" "23.8" "Jump Shot"
"46" "0" "168" "4" "19.9" "Jump Shot"
"46" "1" "23" "255" "25.7" "Jump Shot"
"46" "0" "24" "254" "24.7" "Jump Shot"
"46" "1" "13" "280" "27.1" "Jump Shot"
"46" "0" "-21" "255" "25.5" "Jump Shot"
"46" "0" "-37" "48" "2.9" "Running Jump Shot"
"47" "1" "-160" "45" "12.3" "Fadeaway Jump Shot"
"47" "1" "105" "60" "8.3" "Floating Jump shot"
"47" "0" "65" "104" "10.6" "Floating Jump shot"
"47" "1" "146" "227" "27.7" "Jump Shot"
"47" "1" "97" "246" "26.8" "Jump Shot"
"47" "1" "-32" "261" "27" "Jump Shot"
"47" "1" "-116" "236" "25" "Jump Shot"
"47" "1" "-92" "236" "24.4" "Jump Shot"
"47" "0" "-93" "238" "24.3" "Jump Shot"
"47" "1" "-71" "269" "27.3" "Jump Shot"
"47" "0" "152" "242" "27.5" "Jump Shot"
"47" "1" "-81" "249" "24.3" "Jump Shot"
"47" "1" "-198" "164" "24.8" "Jump Shot"
"47" "1" "124" "252" "27.8" "Jump Shot"
"47" "1" "114" "138" "18.1" "Jump Shot"
"47" "0" "7" "33" "7.4" "Jump Shot"
"47" "0" "-112" "192" "22.7" "Jump Shot"
"47" "0" "-4" "274" "27.9" "Jump Shot"
"47" "0" "72" "254" "24.9" "Jump Shot"
"47" "0" "144" "236" "29.7" "Jump Shot"
"47" "0" "-15" "26" "2.3" "Jump Shot"
"47" "1" "-98" "189" "20.8" "Step Back Jump shot"
"47" "0" "99" "249" "24.8" "Step Back Jump shot"
"47" "1" "151" "209" "22.9" "Step Back Jump shot"
"48" "0" "62" "19" "8.3" "Floating Jump shot"
"48" "0" "177" "208" "27.2" "Jump Shot"
"48" "0" "-202" "149" "26.6" "Jump Shot"
"48" "0" "233" "56" "22.9" "Jump Shot"
"48" "0" "144" "201" "27.1" "Jump Shot"
"48" "0" "-29" "247" "25.2" "Jump Shot"
"48" "1" "211" "172" "27.5" "Jump Shot"
"48" "1" "-19" "246" "25" "Jump Shot"
"48" "1" "20" "266" "27" "Pullup Bank shot"
"48" "0" "-111" "190" "23.1" "Pullup Jump shot"
"48" "0" "45" "208" "21.8" "Pullup Jump shot"
"48" "1" "121" "236" "26.6" "Pullup Jump shot"
"49" "0" "-95" "53" "18.2" "Jump Bank Shot"
"49" "1" "17" "260" "25.4" "Jump Bank Shot"
"49" "1" "-127" "236" "28.6" "Jump Shot"
"49" "1" "-100" "233" "25.8" "Jump Shot"
"49" "1" "-199" "145" "25.9" "Jump Shot"
"49" "0" "-243" "0" "25.1" "Jump Shot"
"49" "1" "-52" "255" "28.3" "Jump Shot"
"49" "0" "147" "213" "27.9" "Jump Shot"
"49" "0" "-185" "127" "24.1" "Jump Shot"
"49" "0" "32" "105" "11.8" "Jump Shot"
"49" "0" "-199" "-3" "22.5" "Jump Shot"
"49" "0" "-73" "246" "27" "Pullup Jump shot"
"50" "1" "-228" "1" "23.3" "Jump Shot"
"50" "1" "15" "249" "24.9" "Jump Shot"
"50" "1" "-4" "250" "25.9" "Jump Shot"
"50" "0" "124" "236" "24.6" "Jump Shot"
"50" "0" "-210" "145" "24.1" "Jump Shot"
"50" "0" "168" "187" "25" "Jump Shot"
"50" "0" "116" "242" "25.4" "Jump Shot"
"50" "0" "18" "252" "24.7" "Jump Shot"
"50" "0" "-130" "97" "17" "Jump Shot"
"50" "0" "176" "175" "24.7" "Jump Shot"
"50" "0" "-70" "246" "19.4" "Jump Shot"
"50" "0" "146" "208" "25.4" "Jump Shot"
"50" "0" "-149" "119" "22" "Jump Shot"
"50" "0" "-163" "116" "21.1" "Jump Shot"
"50" "0" "4" "250" "26.6" "Jump Shot"
"50" "0" "-128" "140" "21.6" "Jump Shot"
"51" "1" "102" "34" "10.7" "Fadeaway Jump Shot"
"51" "0" "31" "134" "12.3" "Floating Jump shot"
"51" "1" "116" "34" "9.5" "Floating Jump shot"
"51" "1" "15" "239" "25.7" "Jump Shot"
"51" "0" "102" "189" "23" "Jump Shot"
"51" "0" "223" "31" "22.7" "Jump Shot"
"51" "0" "119" "146" "19.8" "Jump Shot"
"51" "0" "-157" "31" "20.2" "Jump Shot"
"51" "0" "-27" "272" "29.1" "Jump Shot"
"51" "1" "-62" "138" "19" "Jump Shot"
"51" "1" "-229" "26" "23.5" "Jump Shot"
"51" "1" "-119" "131" "18.9" "Jump Shot"
"51" "0" "84" "233" "24.7" "Jump Shot"
"51" "0" "-34" "257" "27" "Jump Shot"
"51" "0" "-16" "249" "24.9" "Jump Shot"
"51" "0" "124" "216" "24.9" "Jump Shot"
"51" "0" "37" "242" "25.2" "Jump Shot"
"51" "1" "159" "112" "18.6" "Pullup Jump shot"
"51" "1" "-41" "56" "7" "Running Jump Shot"
"51" "0" "237" "19" "22.4" "Step Back Jump shot"
"51" "0" "-136" "138" "17.8" "Step Back Jump shot"
"52" "1" "26" "36" "13.6" "Driving Bank shot"
"52" "0" "10" "53" "4.2" "Driving Jump shot"
"52" "1" "18" "101" "5.5" "Floating Jump shot"
"52" "1" "-18" "50" "4.5" "Floating Jump shot"
"52" "0" "-210" "162" "25.3" "Jump Shot"
"52" "1" "236" "72" "24" "Jump Shot"
"52" "0" "-207" "143" "23.8" "Jump Shot"
"52" "0" "-147" "213" "24.9" "Jump Shot"
"52" "1" "-16" "257" "24.7" "Pullup Jump shot"
"52" "1" "-193" "183" "23.1" "Pullup Jump shot"
"52" "1" "163" "224" "26.5" "Pullup Jump shot"
"52" "0" "-114" "153" "18.7" "Pullup Jump shot"
"52" "0" "-229" "52" "23.2" "Pullup Jump shot"
"52" "0" "207" "61" "21" "Step Back Jump shot"
"54" "1" "173" "126" "20.4" "Fadeaway Jump Shot"
"54" "1" "45" "9" "4.5" "Floating Jump shot"
"54" "0" "-56" "252" "25.1" "Jump Shot"
"54" "0" "86" "244" "22.1" "Jump Shot"
"54" "1" "-231" "86" "23.5" "Jump Shot"
"54" "0" "-97" "192" "22.2" "Jump Shot"
"54" "0" "-48" "295" "28.5" "Jump Shot"
"54" "1" "-15" "260" "25" "Jump Shot"
"54" "0" "125" "227" "24.5" "Jump Shot"
"54" "0" "-24" "33" "8.3" "Jump Shot"
"54" "1" "32" "261" "24.6" "Pullup Jump shot"
"54" "1" "-116" "142" "18.9" "Pullup Jump shot"
"54" "1" "62" "12" "9.2" "Running Bank shot"
"54" "1" "54" "268" "26.2" "Step Back Jump shot"
"54" "1" "179" "19" "16.8" "Step Back Jump shot"
"54" "1" "-71" "263" "25.5" "Step Back Jump shot"
"55" "0" "47" "263" "25.4" "Jump Shot"
"55" "1" "193" "156" "24.2" "Jump Shot"
"55" "1" "233" "0" "22.2" "Jump Shot"
"55" "0" "108" "184" "22.5" "Jump Shot"
"55" "1" "10" "252" "25.9" "Jump Shot"
"55" "0" "-174" "170" "25.5" "Jump Shot"
"55" "0" "78" "230" "25" "Jump Shot"
"55" "0" "-128" "205" "25.5" "Jump Shot"
"55" "0" "185" "183" "24.6" "Jump Shot"
"55" "0" "0" "242" "26.6" "Jump Shot"
"55" "0" "-133" "20" "8.5" "Jump Shot"
"55" "0" "-29" "175" "19.7" "Jump Shot"
"55" "0" "-152" "56" "18.8" "Step Back Jump shot"
"56" "0" "0" "99" "10.5" "Floating Jump shot"
"56" "1" "54" "247" "23.7" "Jump Shot"
"56" "1" "-202" "167" "24.7" "Jump Shot"
"56" "0" "61" "198" "20.9" "Jump Shot"
"56" "0" "89" "173" "19.8" "Jump Shot"
"56" "0" "-35" "283" "28.5" "Jump Shot"
"56" "1" "105" "233" "24.8" "Pullup Jump shot"
"56" "1" "59" "132" "14.1" "Pullup Jump shot"
"56" "1" "51" "0" "4.9" "Running Bank shot"
"57" "1" "-40" "26" "12.7" "Jump Bank Shot"
"57" "1" "-51" "7" "11.4" "Jump Bank Shot"
"57" "0" "-131" "220" "24.6" "Jump Shot"
"57" "1" "-108" "149" "18.5" "Jump Shot"
"57" "1" "86" "236" "25.2" "Jump Shot"
"57" "1" "7" "258" "25.5" "Jump Shot"
"57" "1" "-125" "228" "25.5" "Jump Shot"
"57" "1" "-23" "252" "24.3" "Jump Shot"
"57" "1" "135" "220" "24.5" "Jump Shot"
"57" "1" "-112" "53" "16.8" "Jump Shot"
"57" "0" "64" "224" "24.4" "Jump Shot"
"57" "0" "225" "0" "23.1" "Jump Shot"
"57" "0" "26" "19" "4.1" "Jump Shot"
"57" "0" "59" "260" "24.5" "Jump Shot"
"57" "0" "-15" "205" "23.2" "Jump Shot"
"57" "0" "-89" "192" "22.8" "Jump Shot"
"57" "1" "-21" "36" "6" "Running Bank shot"
"58" "0" "-229" "67" "23.8" "Jump Shot"
"58" "0" "234" "25" "23.2" "Jump Shot"
"58" "1" "116" "224" "24.4" "Jump Shot"
"58" "1" "-201" "131" "24.9" "Jump Shot"
"58" "1" "226" "-3" "23.1" "Jump Shot"
"58" "1" "64" "192" "21.6" "Jump Shot"
"58" "1" "-235" "12" "23.1" "Jump Shot"
"58" "1" "92" "228" "27.4" "Jump Shot"
"58" "1" "-11" "241" "23.8" "Jump Shot"
"58" "0" "9" "246" "26.3" "Jump Shot"
"58" "0" "228" "14" "25" "Jump Shot"
"58" "0" "73" "233" "25.7" "Jump Shot"
"58" "0" "-213" "121" "25" "Jump Shot"
"58" "0" "113" "102" "15.6" "Jump Shot"
"58" "0" "65" "60" "9.3" "Running Bank shot"
"59" "0" "-8" "89" "9.4" "Jump Shot"
"59" "0" "58" "61" "8" "Jump Shot"
"59" "0" "177" "183" "24.5" "Jump Shot"
"59" "0" "-105" "250" "25.5" "Jump Shot"
"59" "0" "-193" "225" "29.3" "Pullup Jump shot"
"59" "0" "163" "205" "25.9" "Pullup Jump shot"
"59" "1" "-212" "118" "23.8" "Pullup Jump shot"
"59" "0" "-228" "25" "23.9" "Pullup Jump shot"
"59" "1" "-177" "187" "23.6" "Pullup Jump shot"
"59" "1" "-82" "272" "27.5" "Pullup Jump shot"
"59" "1" "-183" "172" "23.7" "Pullup Jump shot"
"59" "1" "-142" "228" "27.3" "Pullup Jump shot"
"59" "0" "163" "187" "23.6" "Pullup Jump shot"
"59" "0" "-146" "216" "25.1" "Pullup Jump shot"
"59" "1" "-130" "228" "27.7" "Step Back Jump shot"
"60" "0" "-89" "39" "4.7" "Driving Jump shot"
"60" "1" "233" "36" "23.2" "Jump Shot"
"60" "1" "-127" "228" "26.1" "Jump Shot"
"60" "1" "86" "244" "23.9" "Jump Shot"
"60" "0" "-100" "239" "24.9" "Jump Shot"
"60" "0" "-209" "167" "24.3" "Jump Shot"
"60" "1" "154" "227" "26.5" "Pullup Jump shot"
"60" "1" "209" "138" "23.2" "Pullup Jump shot"
"60" "0" "234" "26" "20.4" "Pullup Jump shot"
"61" "0" "39" "30" "5.9" "Jump Shot"
"61" "1" "-141" "101" "18.9" "Pullup Jump shot"
"61" "1" "196" "187" "24" "Pullup Jump shot"
"61" "0" "-177" "89" "18.9" "Pullup Jump shot"
"61" "0" "-43" "107" "10.4" "Running Jump Shot"
"61" "0" "-146" "86" "19" "Step Back Jump shot"
"61" "1" "0" "255" "25.8" "Step Back Jump shot"
"61" "0" "103" "63" "13.2" "Turnaround Bank shot"
"62" "0" "173" "189" "28.4" "Jump Shot"
"62" "1" "24" "246" "23.7" "Jump Shot"
"62" "0" "-144" "203" "24.8" "Jump Shot"
"62" "0" "-116" "225" "24.7" "Jump Shot"
"62" "1" "34" "263" "27.1" "Jump Shot"
"62" "1" "152" "82" "17.2" "Jump Shot"
"62" "1" "214" "137" "24.1" "Jump Shot"
"62" "1" "-235" "-10" "22.5" "Jump Shot"
"62" "1" "165" "143" "22.5" "Jump Shot"
"62" "1" "135" "213" "24.6" "Jump Shot"
"62" "1" "-18" "247" "24.4" "Jump Shot"
"62" "0" "-130" "247" "30.8" "Jump Shot"
"62" "0" "203" "173" "26.1" "Jump Shot"
"62" "0" "110" "115" "20.1" "Jump Shot"
"62" "0" "-98" "235" "26.7" "Jump Shot"
"62" "0" "-130" "123" "17.7" "Jump Shot"
"62" "0" "105" "165" "22.7" "Step Back Jump shot"
"62" "1" "-218" "113" "24" "Step Back Jump shot"
"63" "0" "118" "247" "25.4" "Jump Shot"
"63" "0" "-144" "36" "14.9" "Jump Shot"
"63" "0" "-127" "233" "26.3" "Jump Shot"
"63" "0" "185" "184" "24.7" "Jump Shot"
"63" "0" "-191" "170" "24.3" "Jump Shot"
"63" "0" "-16" "47" "3.6" "Jump Shot"
"63" "1" "59" "178" "19.9" "Pullup Jump shot"
"63" "0" "110" "162" "20.1" "Pullup Jump shot"
"63" "1" "2" "127" "12.7" "Pullup Jump shot"
"63" "1" "-160" "124" "22.2" "Pullup Jump shot"
"63" "0" "-182" "190" "24.3" "Pullup Jump shot"
"63" "0" "185" "178" "24.5" "Pullup Jump shot"
"63" "1" "133" "224" "24.4" "Step Back Jump shot"
"63" "0" "157" "156" "21.8" "Step Back Jump shot"
"63" "0" "1" "201" "21.4" "Step Back Jump shot"
"65" "0" "28" "74" "8.7" "Floating Jump shot"
"65" "0" "-11" "115" "7.8" "Jump Shot"
"65" "1" "-207" "149" "25.3" "Pullup Jump shot"
"65" "1" "113" "224" "23.6" "Pullup Jump shot"
"65" "1" "-234" "6" "23.1" "Pullup Jump shot"
"65" "1" "-193" "148" "24.1" "Pullup Jump shot"
"65" "1" "122" "233" "24.7" "Pullup Jump shot"
"65" "0" "-205" "151" "24.2" "Pullup Jump shot"
"65" "0" "-29" "265" "29.9" "Pullup Jump shot"
"65" "0" "-43" "257" "25.6" "Pullup Jump shot"
"65" "1" "-190" "200" "27.9" "Step Back Jump shot"
"65" "0" "-52" "246" "24.7" "Step Back Jump shot"
"65" "0" "28" "17" "3.9" "Turnaround Jump Shot"
"66" "1" "-149" "222" "24.4" "Jump Shot"
"66" "1" "42" "195" "19.4" "Jump Shot"
"66" "0" "116" "235" "25" "Jump Shot"
"66" "0" "103" "124" "19.1" "Jump Shot"
"66" "0" "132" "23" "10.1" "Jump Shot"
"66" "0" "125" "217" "22.9" "Jump Shot"
"66" "0" "124" "239" "25.2" "Jump Shot"
"66" "0" "-120" "241" "27.2" "Pullup Jump shot"
"66" "0" "75" "206" "22.1" "Step Back Jump shot"
"66" "0" "99" "203" "23.6" "Step Back Jump shot"
"66" "0" "147" "160" "21.6" "Step Back Jump shot"
"66" "1" "149" "211" "25.1" "Step Back Jump shot"
"67" "1" "184" "138" "24.3" "Jump Shot"
"67" "1" "225" "127" "22.5" "Jump Shot"
"67" "0" "54" "244" "25.9" "Jump Shot"
"67" "0" "-193" "205" "25.8" "Jump Shot"
"67" "0" "110" "159" "19.7" "Jump Shot"
"67" "0" "-213" "91" "22" "Jump Shot"
"67" "0" "-134" "184" "23.3" "Jump Shot"
"67" "0" "-144" "211" "24.8" "Jump Shot"
"67" "0" "237" "-17" "22.7" "Pullup Jump shot"
"67" "1" "-100" "244" "25.5" "Pullup Jump shot"
"68" "1" "20" "45" "6.7" "Driving Jump shot"
"68" "0" "-120" "266" "27.4" "Jump Shot"
"68" "0" "-122" "137" "21.7" "Jump Shot"
"68" "0" "1" "254" "25.8" "Jump Shot"
"68" "1" "-105" "190" "24.4" "Pullup Jump shot"
"68" "0" "144" "244" "25.3" "Pullup Jump shot"
"68" "0" "129" "146" "19.3" "Pullup Jump shot"
"68" "0" "-209" "140" "23.8" "Pullup Jump shot"
"68" "0" "-97" "252" "26.2" "Pullup Jump shot"
"68" "0" "203" "162" "25" "Pullup Jump shot"
"68" "0" "181" "214" "27.1" "Pullup Jump shot"
"68" "1" "-210" "190" "26.3" "Step Back Jump shot"
"68" "0" "163" "157" "22.2" "Step Back Jump shot"
"68" "0" "152" "23" "18.5" "Step Back Jump shot"
"68" "1" "97" "261" "24.5" "Step Back Jump shot"
"69" "1" "6" "91" "9" "Driving Bank shot"
"69" "1" "-86" "45" "15.1" "Floating Jump shot"
"69" "0" "2" "96" "8.2" "Floating Jump shot"
"69" "0" "-45" "45" "5.3" "Floating Jump shot"
"69" "0" "6" "50" "1.9" "Floating Jump shot"
"69" "0" "1" "52" "5.5" "Floating Jump shot"
"69" "0" "-78" "249" "24.8" "Jump Shot"
"69" "1" "-232" "9" "22.3" "Jump Shot"
"69" "0" "157" "279" "29.8" "Jump Shot"
"69" "1" "-157" "203" "26.2" "Pullup Jump shot"
"69" "1" "36" "247" "24.1" "Pullup Jump shot"
"69" "0" "143" "230" "26.8" "Pullup Jump shot"
"69" "0" "129" "118" "18.4" "Step Back Jump shot"
"69" "1" "-185" "135" "24.1" "Step Back Jump shot"
"70" "0" "28" "258" "24.9" "Jump Shot"
"70" "0" "72" "124" "11.1" "Jump Shot"
"70" "1" "0" "254" "25.8" "Pullup Jump shot"
"70" "1" "108" "242" "24.3" "Pullup Jump shot"
"70" "1" "218" "190" "26.6" "Pullup Jump shot"
"70" "1" "-155" "31" "14.9" "Pullup Jump shot"
"70" "1" "143" "231" "26" "Pullup Jump shot"
"70" "1" "110" "164" "16.9" "Running Jump Shot"
"70" "0" "192" "224" "30" "Step Back Jump shot"
"70" "0" "-46" "22" "10.5" "Step Back Jump shot"
"70" "0" "-205" "164" "24.1" "Step Back Jump shot"
"70" "1" "69" "257" "26.4" "Step Back Jump shot"
"70" "0" "149" "132" "22.3" "Step Back Jump shot"
"71" "1" "-4" "119" "11.1" "Floating Jump shot"
"71" "1" "177" "173" "24.1" "Jump Shot"
"71" "0" "18" "186" "19.3" "Jump Shot"
"71" "1" "-207" "-10" "21.6" "Jump Shot"
"71" "0" "-38" "170" "17.9" "Jump Shot"
"71" "1" "-232" "-17" "22.6" "Jump Shot"
"71" "1" "-56" "183" "19.8" "Jump Shot"
"71" "0" "114" "154" "22.6" "Jump Shot"
"71" "1" "2" "266" "26.5" "Jump Shot"
"71" "1" "-234" "-3" "22.2" "Jump Shot"
"71" "1" "61" "22" "6.1" "Jump Shot"
"71" "1" "-239" "42" "22.4" "Jump Shot"
"71" "0" "1" "258" "25.8" "Jump Shot"
"71" "0" "-35" "255" "25.7" "Jump Shot"
"71" "0" "-70" "260" "26" "Jump Shot"
"71" "0" "9" "258" "27.2" "Jump Shot"
"72" "0" "89" "28" "11.6" "Jump Bank Shot"
"72" "1" "-235" "14" "22.6" "Jump Shot"
"72" "1" "149" "214" "26.4" "Jump Shot"
"72" "1" "103" "239" "25.7" "Jump Shot"
"72" "0" "135" "242" "27.9" "Jump Shot"
"72" "0" "171" "198" "24.8" "Jump Shot"
"72" "1" "163" "228" "26.8" "Jump Shot"
"72" "1" "228" "20" "22.4" "Jump Shot"
"72" "1" "-223" "34" "23.4" "Jump Shot"
"72" "0" "129" "172" "20.4" "Jump Shot"
"72" "0" "-163" "213" "24.7" "Jump Shot"
"72" "1" "234" "33" "23" "Jump Shot"
"72" "0" "-97" "233" "26.3" "Jump Shot"
"72" "0" "124" "115" "17.8" "Pullup Jump shot"
"72" "1" "-21" "260" "24.7" "Pullup Jump shot"
"72" "1" "127" "176" "20.5" "Pullup Jump shot"
"72" "0" "-147" "146" "24.3" "Pullup Jump shot"
"72" "0" "42" "61" "9.2" "Running Jump Shot"
"72" "1" "-100" "36" "10.5" "Running Jump Shot"
"73" "0" "102" "75" "12.3" "Jump Shot"
"73" "0" "-5" "255" "24.3" "Jump Shot"
"73" "1" "230" "22" "23.2" "Jump Shot"
"73" "1" "-229" "89" "25.2" "Jump Shot"
"73" "0" "212" "239" "31.7" "Jump Shot"
"73" "1" "116" "217" "24.4" "Jump Shot"
"73" "1" "143" "219" "28.2" "Jump Shot"
"73" "1" "-217" "134" "24.7" "Jump Shot"
"73" "1" "214" "137" "24.6" "Jump Shot"
"73" "0" "237" "-6" "22.3" "Jump Shot"
"74" "1" "72" "242" "23.9" "Jump Shot"
"74" "0" "231" "-3" "22.8" "Jump Shot"
"74" "1" "-103" "-2" "46.2" "Jump Shot"
"74" "1" "226" "71" "28.2" "Jump Shot"
"74" "1" "-75" "213" "23" "Jump Shot"
"74" "1" "214" "153" "25.5" "Jump Shot"
"74" "1" "-232" "6" "22.5" "Jump Shot"
"74" "0" "151" "53" "18.4" "Jump Shot"
"74" "0" "125" "235" "28.8" "Jump Shot"
"74" "0" "75" "61" "11.1" "Jump Shot"
"74" "0" "125" "156" "22.1" "Jump Shot"
"74" "0" "-65" "140" "16.4" "Jump Shot"
"74" "1" "185" "82" "19.3" "Pullup Jump shot"
"75" "0" "48" "26" "8.1" "Floating Jump shot"
"75" "0" "92" "15" "4.8" "Floating Jump shot"
"75" "0" "2" "104" "10" "Floating Jump shot"
"75" "0" "-18" "88" "10" "Jump Shot"
"75" "0" "203" "167" "24.4" "Jump Shot"
"75" "0" "32" "159" "17" "Jump Shot"
"75" "0" "121" "230" "24.8" "Jump Shot"
"75" "1" "2" "145" "16.2" "Pullup Jump shot"
"75" "0" "-52" "254" "24.8" "Pullup Jump shot"
"75" "1" "233" "4" "21.9" "Pullup Jump shot"
"75" "1" "228" "110" "24.2" "Pullup Jump shot"
"75" "1" "-141" "167" "19.7" "Pullup Jump shot"
"75" "1" "136" "235" "25.7" "Pullup Jump shot"
"75" "1" "121" "225" "24.6" "Pullup Jump shot"
"75" "1" "-46" "96" "12.3" "Pullup Jump shot"
"75" "1" "64" "254" "25.5" "Pullup Jump shot"
"75" "0" "206" "145" "23.7" "Pullup Jump shot"
"75" "0" "234" "66" "22.6" "Step Back Jump shot"
"75" "0" "195" "20" "21.5" "Step Back Jump shot"
"75" "1" "233" "82" "22.6" "Step Back Jump shot"
"76" "1" "47" "6" "4.1" "Driving Bank shot"
"76" "0" "6" "44" "6.3" "Driving Jump shot"
"76" "0" "-13" "52" "6.5" "Driving Jump shot"
"76" "0" "-24" "22" "3.2" "Driving Jump shot"
"76" "0" "56" "4" "4.9" "Driving Jump shot"
"76" "0" "119" "236" "26.3" "Fadeaway Jump Shot"
"76" "0" "-169" "178" "24.7" "Jump Shot"
"76" "1" "226" "6" "23.2" "Jump Shot"
"76" "0" "45" "121" "13.2" "Running Jump Shot"
"76" "0" "95" "225" "24.5" "Step Back Jump shot"
"77" "0" "17" "190" "11.3" "Jump Shot"
"77" "1" "-242" "-8" "23" "Jump Shot"
"77" "1" "92" "233" "25.1" "Jump Shot"
"77" "1" "84" "231" "24.4" "Jump Shot"
"77" "0" "-202" "353" "40.5" "Jump Shot"
"77" "1" "40" "6" "3" "Jump Shot"
"77" "1" "21" "246" "24.5" "Jump Shot"
"77" "1" "26" "252" "24.5" "Jump Shot"
"77" "0" "61" "260" "25.9" "Jump Shot"
"77" "0" "-60" "242" "24.5" "Jump Shot"
"77" "0" "165" "235" "24.8" "Jump Shot"
"77" "0" "173" "183" "25.2" "Jump Shot"
"77" "0" "-171" "63" "21.2" "Step Back Jump shot"
"77" "1" "28" "206" "21.3" "Step Back Jump shot"
"78" "0" "-10" "151" "0" "Jump Shot"
"78" "0" "-27" "80" "0" "Jump Shot"
"78" "1" "91" "247" "0" "Jump Shot"
"78" "0" "-34" "287" "0" "Jump Shot"
